,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_cleaned,price_per_sqft
5052,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,not provided,1856,3.0,1.0,120.0,3,1856.0,6465.517241379311
5053,Plot  Area,Ready To Move,Singanayakanahalli,3 Bedroom,not provided,1500,2.0,0.0,65.0,3,1500.0,4333.333333333333
5054,Super built-up  Area,18-Dec,Hennur Road,2 BHK,Koagati,1036,2.0,1.0,59.45,2,1036.0,5738.416988416989
5056,Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Inasy E,1125,2.0,2.0,40.0,2,1125.0,3555.5555555555557
5057,Super built-up  Area,18-Oct,Uttarahalli,3 BHK,not provided,1320,2.0,3.0,55.44,3,1320.0,4200.0
5059,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,16.0,2,660.0,2424.242424242424
5060,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,not provided,1730,3.0,3.0,110.0,3,1730.0,6358.381502890174
5061,Plot  Area,Ready To Move,Mahalakshmi Puram,4 Bedroom,not provided,750,4.0,0.0,85.0,4,750.0,11333.333333333334
5062,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804,3.0,1.0,115.0,3,1804.0,6374.7228381374725
5063,Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1795,3.0,2.0,140.0,3,1795.0,7799.442896935933
5064,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Srayai ,1050,2.0,1.0,50.0,2,1050.0,4761.9047619047615
5065,Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Prndsde,2100,3.0,3.0,120.0,3,2100.0,5714.285714285715
5066,Built-up  Area,Ready To Move,Rayasandra,3 BHK,not provided,1199,2.0,1.0,48.5,3,1199.0,4045.0375312760634
5068,Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,not provided,1100,2.0,2.0,47.0,2,1100.0,4272.727272727273
5069,Plot  Area,Ready To Move,Udaya Nagar,2 Bedroom,not provided,1000,1.0,1.0,75.0,2,1000.0,7500.0
5070,Super built-up  Area,22-Mar,Kanakapura,3 BHK,not provided,1254,2.0,2.0,70.0,3,1254.0,5582.13716108453
5071,Plot  Area,18-Apr,Medahalli,8 Bedroom,not provided,600,8.0,2.0,70.0,8,600.0,11666.666666666666
5072,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Solle V,940,2.0,2.0,49.0,2,940.0,5212.765957446809
5073,Built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,MaeamSu,1280,2.0,2.0,80.0,2,1280.0,6250.0
5074,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Sulesil,2155,3.0,3.0,125.0,4,2155.0,5800.46403712297
5077,Super built-up  Area,20-Aug,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,3,1255.0,7569.721115537848
5078,Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1388,3.0,3.0,69.99,3,1388.0,5042.50720461095
5079,Built-up  Area,17-Jun, Whitefield,1 RK,Prtates,905,1.0,1.0,52.0,1,905.0,5745.85635359116
5080,Super built-up  Area,Ready To Move,VGP Layout,2 BHK,Vaurtar,1176,2.0,2.0,44.0,2,1176.0,3741.496598639456
5081,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Hemai D,1390,2.0,2.0,61.16,3,1390.0,4400.0
5083,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,not provided,1160,2.0,1.0,55.0,2,1160.0,4741.379310344828
5085,Plot  Area,Ready To Move,5th Block Hbr Layout,4 Bedroom,not provided,1200,4.0,2.0,205.0,4,1200.0,17083.333333333332
5086,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3.0,3.0,115.0,3,1583.0,7264.687302590019
5087,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,2.0,63.0,3,1252.0,5031.948881789137
5088,Built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,TealdEm,1170,2.0,2.0,86.0,2,1170.0,7350.427350427351
5089,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,not provided,1350,2.0,2.0,51.0,3,1350.0,3777.777777777778
5090,Super built-up  Area,Ready To Move,Gottigere,2 BHK,HivanBr,1075,2.0,2.0,30.0,2,1075.0,2790.6976744186045
5091,Built-up  Area,Ready To Move,Hosa Road,2 BHK,not provided,972,2.0,2.0,40.0,2,972.0,4115.22633744856
5092,Super built-up  Area,19-Jan,Bannerghatta Road,3 BHK,Hiatei ,1486,3.0,1.0,83.22,3,1486.0,5600.269179004038
5093,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,not provided,555,1.0,0.0,37.0,2,555.0,6666.666666666667
5095,Built-up  Area,Ready To Move,Cottonpet,2 BHK,not provided,850,2.0,1.0,75.0,2,850.0,8823.529411764706
5096,Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0,3,1282.0,13884.555382215289
5098,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2383,5.0,1.0,215.0,4,2383.0,9022.24087284935
5099,Carpet  Area,Ready To Move,Naganathapura,2 BHK,Malmsri,1103,2.0,1.0,55.0,2,1103.0,4986.400725294651
5100,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1577,3.0,2.0,67.0,3,1577.0,4248.57324032974
5101,Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1465,3.0,2.0,80.01,3,1465.0,5461.433447098977
5102,Built-up  Area,Ready To Move,Vimanapura,3 BHK,Inion P,1600,3.0,1.0,64.0,3,1600.0,4000.0
5103,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,TGeepga,1090,2.0,2.0,45.0,2,1090.0,4128.440366972477
5104,Super built-up  Area,19-Dec,Yelahanka,3 BHK,Goues A,1721,3.0,3.0,80.86,3,1721.0,4698.4311446833235
5105,Built-up  Area,Ready To Move,Seetharampalya,2 BHK,not provided,1100,2.0,1.0,55.0,2,1100.0,5000.0
5106,Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1450,3.0,2.0,71.0,3,1450.0,4896.551724137931
5107,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1071,2.0,1.0,62.0,2,1071.0,5788.9822595704945
5108,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2266,3.0,2.0,169.0,3,2266.0,7458.075904677847
5109,Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Goourta,2065,3.0,2.0,130.0,3,2065.0,6295.399515738499
5110,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1800,3.0,2.0,90.0,3,1800.0,5000.0
5111,Built-up  Area,Ready To Move,Defence Colony,2 BHK,not provided,1150,2.0,2.0,125.0,2,1150.0,10869.565217391304
5112,Plot  Area,Ready To Move,Housing Board Layout Vijay Nagar,8 Bedroom,not provided,1200,8.0,2.0,220.0,8,1200.0,18333.333333333332
5113,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1123,2.0,1.0,56.0,2,1123.0,4986.642920747997
5114,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1884,3.0,3.0,98.0,3,1884.0,5201.698513800425
5115,Plot  Area,Ready To Move,1st Block Jayanagar,7 Bedroom,not provided,930,4.0,2.0,85.0,7,930.0,9139.78494623656
5116,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1145,2.0,1.0,75.0,2,1145.0,6550.218340611354
5117,Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1328,2.0,2.0,60.0,3,1328.0,4518.0722891566265
5118,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,950,2.0,1.0,55.0,2,950.0,5789.473684210527
5119,Super built-up  Area,Ready To Move,Thomas Town,2 BHK,TuiteIn,1250,2.0,1.0,59.0,2,1250.0,4720.0
5120,Built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1115,2.0,0.0,46.0,2,1115.0,4125.5605381165915
5121,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1318,3.0,1.0,54.0,3,1318.0,4097.11684370258
5123,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,not provided,1280,2.0,1.0,48.0,2,1280.0,3750.0
5124,Super built-up  Area,Ready To Move,Whitefield,2 BHK,not provided,1230,2.0,2.0,59.0,2,1230.0,4796.747967479675
5125,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,not provided,1420,2.0,2.0,60.0,3,1420.0,4225.352112676056
5126,Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,not provided,2111,4.0,3.0,120.0,3,2111.0,5684.509711037423
5127,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,not provided,1100,2.0,1.0,54.0,2,1100.0,4909.090909090909
5128,Super built-up  Area,Ready To Move,Harlur,3 BHK,not provided,1750,3.0,2.0,136.0,3,1750.0,7771.428571428572
5130,Super built-up  Area,Ready To Move,Shampura,2 BHK,not provided,700,1.0,2.0,35.0,2,700.0,5000.0
5131,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,not provided,1050,2.0,1.0,42.0,2,1050.0,4000.0
5132,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Ihnueut,1235,2.0,3.0,90.0,2,1235.0,7287.44939271255
5133,Plot  Area,Ready To Move,Yeshwanthpur,2 Bedroom,Pantym ,1200,2.0,0.0,63.0,2,1200.0,5250.0
5134,Super built-up  Area,Ready To Move,Kengeri,2 BHK,not provided,900,2.0,0.0,30.0,2,900.0,3333.3333333333335
5135,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1146,2.0,1.0,38.0,2,1146.0,3315.8813263525303
5136,Plot  Area,Ready To Move,Yeshwanthpur,4 Bedroom,not provided,1200,4.0,1.0,110.0,4,1200.0,9166.666666666666
5137,Super built-up  Area,Ready To Move,Banashankari,1 BHK,not provided,2400,1.0,1.0,200.0,1,2400.0,8333.333333333334
5138,Plot  Area,Ready To Move,Marathahalli,6 Bedroom,not provided,1200,5.0,2.0,108.0,6,1200.0,9000.0
5139,Built-up  Area,Ready To Move,Devarachikkanahalli,1 BHK,not provided,615,1.0,1.0,24.0,1,615.0,3902.439024390244
5140,Super built-up  Area,19-Apr,Mysore Road,2 BHK,Brama P,1070,2.0,1.0,49.65,2,1070.0,4640.186915887851
5142,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,not provided,1355,2.0,3.0,58.25,3,1355.0,4298.89298892989
5144,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,not provided,1800,3.0,3.0,80.0,3,1800.0,4444.444444444444
5145,Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1400,2.0,3.0,50.06,3,1400.0,3575.714285714286
5146,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1123,2.0,1.0,48.0,2,1123.0,4274.2653606411395
5147,Plot  Area,Ready To Move,Konanakunte,4 Bedroom,not provided,1200,2.0,1.0,130.0,4,1200.0,10833.333333333334
5148,Built-up  Area,Ready To Move,Kengeri,2 BHK,UKanema,787,2.0,1.0,31.0,2,787.0,3939.0088945362136
5149,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,45.0,3,1082.0,4158.964879852126
5150,Super built-up  Area,Ready To Move,Seegehalli,2 BHK,not provided,1096,2.0,1.0,41.0,2,1096.0,3740.875912408759
5151,Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,not provided,1200,7.0,2.0,140.0,7,1200.0,11666.666666666666
5152,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,not provided,1140,3.0,1.0,130.0,3,1140.0,11403.508771929824
5153,Carpet  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,Niiman ,1130,2.0,1.0,52.0,2,1130.0,4601.769911504425
5154,Built-up  Area,Ready To Move,Electronic City,1 BHK,not provided,550,1.0,1.0,12.0,1,550.0,2181.818181818182
5155,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,not provided,1058,2.0,2.0,85.0,2,1058.0,8034.026465028355
5156,Built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1269,2.0,1.0,73.0,3,1269.0,5752.561071710008
5157,Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,not provided,946,3.0,2.0,140.0,3,946.0,14799.154334038056
5160,Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1976,3.0,3.0,65.21,3,1976.0,3300.101214574898
5161,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Gilleon,1820,3.0,3.0,77.0,3,1820.0,4230.7692307692305
5162,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1329,2.0,1.0,56.0,3,1329.0,4213.694507148231
5163,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,not provided,1350,2.0,1.0,80.99,3,1350.0,5999.259259259258
5164,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,not provided,1250,3.0,0.0,175.0,4,1250.0,14000.0
5165,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,40.0,2,1205.0,3319.5020746887967
5166,Plot  Area,Ready To Move,Manganahalli,6 Bedroom,not provided,800,6.0,2.0,98.0,6,800.0,12250.0
5167,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,71.5,2,1339.0,5339.805825242718
5168,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,not provided,938,2.0,0.0,35.0,2,938.0,3731.3432835820895
5169,Super built-up  Area,Ready To Move,Kuvempu Nagar,1 BHK,not provided,450,1.0,1.0,25.0,1,450.0,5555.555555555556
5170,Built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Komesa ,1100,2.0,2.0,70.0,2,1100.0,6363.636363636364
5171,Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,not provided,600,3.0,1.0,95.0,4,600.0,15833.333333333334
5172,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,not provided,1060,2.0,1.0,40.0,2,1060.0,3773.5849056603774
5173,Super built-up  Area,Ready To Move,Whitefield,2 BHK,not provided,1125,2.0,2.0,40.0,2,1125.0,3555.5555555555557
5174,Built-up  Area,Ready To Move,Whitefield,1 BHK,SatraNa,810,1.0,0.0,21.0,1,810.0,2592.5925925925926
5175,Super built-up  Area,Ready To Move,Bellandur,2 BHK,not provided,1060,2.0,1.0,65.0,2,1060.0,6132.075471698113
5176,Plot  Area,Ready To Move,Anandapura,4 Bedroom,not provided,1749,4.0,0.0,90.0,4,1749.0,5145.797598627787
5177,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,not provided,1200,2.0,2.0,75.0,3,1200.0,6250.0
5178,Super built-up  Area,Ready To Move,Cleveland Town,2 BHK,Lehidrc,1100,2.0,1.0,85.0,2,1100.0,7727.272727272727
5179,Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 700,1.0,0.0,32.64,1,680.0,4800.0
5180,Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,not provided,720,4.0,2.0,48.0,4,720.0,6666.666666666667
5182,Super built-up  Area,Ready To Move,Hoodi,3 BHK,Goeur G,1925,3.0,3.0,110.0,3,1925.0,5714.285714285715
5183,Built-up  Area,Ready To Move,Kengeri,1 BHK,not provided,502,1.0,1.0,25.0,1,502.0,4980.0796812749
5185,Built-up  Area,Ready To Move,Begur,3 BHK,Arhtsth,1475,2.0,2.0,74.0,3,1475.0,5016.949152542373
5187,Super built-up  Area,18-Apr,Peenya,2 BHK,not provided,966,2.0,1.0,49.0,2,966.0,5072.463768115942
5188,Plot  Area,Ready To Move,t.c palya,6 Bedroom,not provided,1350,6.0,3.0,160.0,6,1350.0,11851.851851851852
5189,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,75.0,2,1300.0,5769.2307692307695
5191,Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3.0,2.0,120.0,3,1559.0,7697.2418216805645
5192,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,not provided,1246,2.0,1.0,63.0,2,1246.0,5056.179775280899
5194,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,53.58,3,1410.0,3800.0
5195,Plot  Area,Ready To Move,Varthur Road,4 Bedroom,not provided,1300,3.0,0.0,75.0,4,1300.0,5769.2307692307695
5196,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,58.0,2,1339.0,4331.59073935773
5197,Plot  Area,Ready To Move,Ilyas Nagar,4 Bedroom,not provided,900,4.0,1.0,75.0,4,900.0,8333.333333333334
5198,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1104,2.0,1.0,35.5,2,1104.0,3215.5797101449275
5199,Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,not provided,900,2.0,2.0,45.0,2,900.0,5000.0
5200,Built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,Shestth,1550,2.0,2.0,79.0,3,1550.0,5096.774193548387
5201,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670,1.0,1.0,35.0,1,670.0,5223.880597014925
5202,Super built-up  Area,19-Dec,Jakkur,2 BHK,Ceezey ,1483,2.0,1.0,98.0,2,1483.0,6608.226567768038
5203,Super built-up  Area,Ready To Move,Basapura,3 BHK,Saavenc,1540,2.0,2.0,70.0,3,1540.0,4545.454545454545
5204,Plot  Area,Ready To Move,Naganathapura,8 Bedroom,not provided,1200,7.0,3.0,100.0,8,1200.0,8333.333333333334
5205,Super built-up  Area,Ready To Move,Hennur,2 BHK,not provided,1255,2.0,1.0,54.5,2,1255.0,4342.629482071713
5206,Plot  Area,Ready To Move,OMBR Layout,3 Bedroom,not provided,600,3.0,2.0,100.0,3,600.0,16666.666666666668
5207,Super built-up  Area,Ready To Move,Jayanagar,2 BHK,not provided,1036,2.0,2.0,110.0,2,1036.0,10617.760617760618
5208,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,75.0,3,1460.0,5136.986301369863
5209,Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Wiaysld,1230,2.0,1.0,58.0,2,1230.0,4715.447154471544
5210,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1340,2.0,2.0,60.0,2,1340.0,4477.611940298508
5211,Built-up  Area,Ready To Move,Yelenahalli,3 BHK,not provided,1600,3.0,3.0,61.37,3,1600.0,3835.625
5212,Built-up  Area,18-Apr,Hegde Nagar,3 BHK,SoisoCa,2162,3.0,1.0,200.0,3,2162.0,9250.693802035152
5213,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919,2.0,2.0,40.0,2,919.0,4352.557127312296
5214,Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,not provided,1070,2.0,2.0,38.9,2,1070.0,3635.5140186915887
5215,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,UmrldDr,1733,2.0,3.0,85.0,3,1733.0,4904.789382573572
5216,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,3.0,72.0,3,1221.0,5896.805896805897
5217,Super built-up  Area,Ready To Move,kanakapura main road,2 BHK,not provided,1041,2.0,1.0,36.44,2,1041.0,3500.480307396734
5219,Built-up  Area,Ready To Move,Shampura,3 BHK,not provided,1400,3.0,1.0,70.0,3,1400.0,5000.0
5220,Plot  Area,Ready To Move,Anjanapura,1 Bedroom,not provided,600,2.0,0.0,55.0,1,600.0,9166.666666666666
5221,Built-up  Area,Ready To Move,Nagarbhavi,1 BHK,MaentNa,710,2.0,2.0,40.0,1,710.0,5633.802816901409
5222,Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500,2.0,1.0,78.25,3,1500.0,5216.666666666667
5224,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,3.0,3.0,175.0,3,2061.0,8491.02377486657
5226,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,3,1255.0,7569.721115537848
5227,Super built-up  Area,Ready To Move,Malleshwaram,7 BHK,not provided,2425,7.0,3.0,140.0,7,2425.0,5773.19587628866
5228,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2.0,1.0,55.0,2,1031.0,5334.62657613967
5229,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1210,2.0,1.0,74.0,2,1210.0,6115.702479338843
5230,Super built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2.0,1.0,40.0,2,950.0,4210.526315789473
5231,Plot  Area,Ready To Move,Nagaraja Garden,4 Bedroom,not provided,1376,4.0,1.0,156.0,4,1376.0,11337.209302325582
5232,Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,55.15,2,1161.0,4750.215331610681
5233,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,44.17,2,1303.0,3389.869531849578
5234,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,105.0,2,1418.0,7404.795486600846
5235,Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,not provided,1200,2.0,1.0,65.0,2,1200.0,5416.666666666667
5236,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,not provided,1825,3.0,2.0,175.0,3,1825.0,9589.04109589041
5237,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Bhhmi L,1015,2.0,0.0,48.0,2,1015.0,4729.064039408867
5238,Carpet  Area,Ready To Move,Mathikere,3 BHK,not provided,1150,2.0,0.0,60.0,3,1150.0,5217.391304347826
5239,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,40.0,2,1010.0,3960.3960396039606
5240,Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,Sariana,1508,3.0,1.0,75.0,3,1508.0,4973.474801061008
5241,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1275,2.0,1.0,87.0,2,1275.0,6823.529411764706
5242,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Kaiew L,1460,3.0,1.0,70.0,3,1460.0,4794.520547945205
5243,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,not provided,946,2.0,2.0,58.0,2,946.0,6131.0782241014795
5244,Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Alows M,1110,2.0,2.0,58.0,2,1110.0,5225.225225225226
5245,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,125.0,3,1832.0,6823.144104803493
5246,Super built-up  Area,18-Apr,Hebbal,2 BHK,Arcia S,1088,2.0,2.0,61.45,2,1088.0,5647.97794117647
5247,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,104.0,3,1564.0,6649.616368286445
5248,Super built-up  Area,18-Jan,Kadugodi,2 BHK,Prclee ,1030,2.0,1.0,35.02,2,1030.0,3400.0000000000005
5249,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,not provided,660,2.0,0.0,27.0,2,660.0,4090.909090909091
5250,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1700,3.0,1.0,95.0,3,1700.0,5588.235294117647
5251,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,not provided,1100,5.0,2.0,121.0,4,1100.0,11000.0
5252,Super built-up  Area,18-Feb,Panathur,2 BHK,not provided,1205,2.0,2.0,62.9,2,1205.0,5219.9170124481325
5253,Super built-up  Area,Ready To Move,Lottegolla Halli,3 BHK,not provided,1950,3.0,2.0,90.0,3,1950.0,4615.384615384615
5254,Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,not provided,1080,2.0,1.0,62.0,2,1080.0,5740.740740740741
5256,Super built-up  Area,19-Jan,Mailasandra,2 BHK,Hanar I,999,2.0,1.0,43.66,2,999.0,4370.37037037037
5257,Plot  Area,Ready To Move,Basvasamithi Layout Vidyaranyapura,4 Bedroom,not provided,900,4.0,3.0,175.0,4,900.0,19444.444444444445
5258,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1300,2.0,1.0,89.76,2,1300.0,6904.615384615385
5259,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1265,2.0,1.0,78.0,2,1265.0,6166.00790513834
5260,Built-up  Area,Ready To Move,Attibele,2 BHK,not provided,1200,2.0,2.0,42.0,2,1200.0,3500.0
5261,Super built-up  Area,18-Mar,Bhoganhalli,4 BHK,Rosha I,1974,4.0,0.0,106.0,4,1974.0,5369.807497467072
5262,Super built-up  Area,Ready To Move,Chelekare,2 BHK,Goezell,1180,2.0,2.0,40.0,2,1180.0,3389.830508474576
5263,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,not provided,1350,2.0,3.0,63.0,3,1350.0,4666.666666666667
5264,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,DiamiSa,1560,2.0,2.0,65.0,3,1560.0,4166.666666666667
5266,Super built-up  Area,18-Aug,Hosakerehalli,2 BHK,Maunt M,1085,2.0,1.0,41.23,2,1085.0,3799.9999999999995
5267,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,J axyGa,1300,2.0,2.0,75.0,3,1300.0,5769.2307692307695
5268,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600,3.0,2.0,56.0,3,1600.0,3500.0
5269,Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,not provided,1127,2.0,2.0,55.0,2,1127.0,4880.212954747116
5270,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,795,2.0,2.0,32.0,2,795.0,4025.1572327044023
5271,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,not provided,1850,3.0,2.0,88.0,3,1850.0,4756.756756756757
5272,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,not provided,1020,2.0,1.0,29.45,2,1020.0,2887.2549019607845
5273,Built-up  Area,Ready To Move,Doopanahalli,3 BHK,KroneMo,1475,2.0,1.0,200.0,3,1475.0,13559.322033898305
5274,Plot  Area,Ready To Move,Baba Nagar,3 Bedroom,not provided,1200,3.0,3.0,96.25,3,1200.0,8020.833333333333
5275,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,47.0,3,1345.0,3494.4237918215613
